date,nivel,pluviometria,fases
2008-08-26,640,0.0,Yhe Pehtiro
2008-08-27,612,0.0,
2008-08-28,560,18.3,
2008-08-29,541,0.0,
2008-08-30,520,10.5,
2008-08-31,508,31.4,Yurara
2008-09-01,520,45.5,Yurara
2008-09-02,582,0.0,Yurara
2008-09-03,606,6.0,Yurara
2008-09-04,630,0.0,Yurara
2008-09-05,680,130.2,Yurara
2008-09-06,696,0.0,Yurara
2008-09-07,724,22.0,Yurara
2008-09-08,758,0.0,Yurara
2008-09-09,760,77.4,Yurara
2008-09-10,732,0.1,
2008-09-11,726,17.0,
2008-09-12,733,0.0,
2008-09-13,738,14.8,
2008-09-14,718,0.0,
2008-09-15,662,27.3,
2008-09-16,630,0.0,
2008-09-17,660,39.3,
2008-09-18,694,3.1,
2008-09-19,688,0.0,
2008-09-20,675,0.0,Hia Kuma
2008-09-21,636,0.0,Hia Kuma
2008-09-22,578,16.5,Hia Kuma
2008-09-23,556,0.0,Hia Kuma
2008-09-24,556,0.0,Hia Kuma
2008-09-25,532,40.1,Hia Kuma
2008-09-26,526,7.1,Hia Kuma
2008-09-27,550,0.0,Hia Kuma
2008-09-28,532,0.0,Hia Kuma
2008-09-29,514,0.0,Hia Kuma
2008-09-30,494,8.9,Hia Kuma
2008-10-01,454,0.0,Hia Kuma
2008-10-02,430,0.0,Hia Kuma
2008-10-03,422,0.0,Hia Kuma
2008-10-04,422,15.4,Hia Kuma
2008-10-05,429,0.0,Hia Kuma
2008-10-06,432,0.0,Hia Kuma
2008-10-07,430,14.7,Hia Kuma
2008-10-08,426,6.0,Hia Kuma
2008-10-09,502,5.0,Bihpia
2008-10-10,524,0.0,Bihpia
2008-10-11,528,0.0,Bihpia
2008-10-12,518,0.0,
2008-10-13,508,0.0,
2008-10-14,480,0.0,
2008-10-15,497,23.3,Sipe Phairo
2008-10-16,598,0.0,Sipe Phairo
2008-10-17,666,10.0,Sipe Phairo
2008-10-18,698,0.0,Sipe Phairo
2008-10-19,699,0.0,Sipe Phairo
2008-10-20,678,20.0,Sipe Phairo
2008-10-21,673,0.0,Sipe Phairo
2008-10-22,664,0.6,Sipe Phairo
2008-10-23,690,23.0,Sipe Phairo
2008-10-24,707,0.0,Sipe Phairo
2008-10-25,732,0.0,Sipe Phairo
2008-10-26,717,35.5,
2008-10-27,694,0.0,
2008-10-28,685,15.3,
2008-10-29,746,0.0,
2008-10-30,760,0.0,
2008-10-31,768,65.4,
